936832	1144576
936878	1144576
936925	1144576
936988	1144576
937067	1144576
937162	1144576
937273	1144576
937399	1144576
937541	1144576
937699	1144576
937873	1144576
938063	1144576
938269	1144576
938491	1144576
938728	1144576
938981	1144576
939250	1144576
939535	1144576
939836	1144576
940153	1144576
940486	1144576
940834	1144576
941198	1144576
941578	1144576
941974	1144576
942386	1144576
942814	1144576
943258	1144576
943717	1144576
944192	1144576
944683	1144576
945184	1144576
945696	1144576
946219	1144576
946753	1144576
947298	1144576
947854	1144576
948421	1144576
948999	1144576
949589	1144576
950191	1144576
950805	1144576
951432	1144576
952072	1144576
952726	1144576
953393	1144580
954075	1144592
954774	1144595
955490	1144595
956224	1144595
956975	1144595
957743	1144595
958529	1144595
959333	1144595
960155	1144595
960995	1144595
961853	1144595
962730	1144595
963625	1144595
964539	1144595
965472	1144595
966423	1144595
967392	1144595
968379	1144595
969382	1144595
970402	1144595
971437	1144601
972487	1144616
973551	1144644
974630	1144681
975723	1144716
976831	1144742
977953	1144761
979087	1144773
980235	1144779
981383	1144779
982529	1144779
983674	1144779
984818	1144779
985960	1144779
987101	1144779
988251	1144779
989413	1144779
990587	1144779
991773	1144779
992970	1144779
994178	1144786
995397	1144804
996627	1144833
997870	1144873
999125	1144913
1000393	1144943
1001673	1144965
1002965	1144979
1004271	1144986
1005590	1144986
1006922	1144986
1008266	1144986
1009623	1144986
1010991	1144986
1012371	1144986
1013763	1144986
1015167	1144986
1016582	1144986
1018009	1144986
1019446	1144995
1020892	1145016
1022348	1145049
1023814	1145106
1025291	1145172
1026779	1145225
1028279	1145270
1029789	1145306
1031309	1145333
1032839	1145350
1034380	1145358
1035931	1145358
1037491	1145358
1039061	1145358
1040640	1145358
1042228	1145358
1043826	1145358
1045432	1145363
1047030	1145381
1048582	1145413
1050120	1145430
1051650	1145437
1053170	1145435
1054691	1145435
1056219	1145435
1057734	1145435
1059245	1145435
1060739	1145435
1062228	1145440
1063710	1145458
1065196	1145489
1066690	1145534
1068192	1145603
1069698	1145690
1071210	1145781
1072727	1145872
1074248	1145968
1075774	1146069
1077305	1146185
1078839	1146325
1080380	1146491
1081921	1146691
1083464	1146925
1085004	1147203
1086545	1147510
1088087	1147836
1089632	1148172
1091183	1148508
1092739	1148845
1094304	1149179
1095878	1149499
1097459	1149805
1099048	1150109
1100642	1150414
1102241	1150720
1103846	1151027
1105456	1151335
1107072	1151644
1108693	1151948
1110322	1152238
1111959	1152513
1113606	1152764
1115265	1152990
1116943	1153181
1118639	1153338
1120345	1153493
1122059	1153649
1123784	1153806
1125520	1153964
1127266	1154123
1129021	1154283
1130788	1154444
1132566	1154606
1134353	1154769
1136151	1154933
1137958	1155097
1139772	1155262
1141591	1155428
1143414	1155594
1145239	1155760
1147063	1155926
1148882	1156092
1150693	1156257
1152493	1156421
1154278	1156583
1156110	1156728
1158246	1156913
1160369	1157094
1162488	1157288
1164609	1157481
1166716	1157674
1168815	1157882
1170901	1158082
1172985	1158278
1175054	1158476
1177107	1158664
1179141	1158837
1181147	1158961
1183078	1158922
1184996	1158766
1186935	1158587
1188888	1158383
1190853	1158156
1192828	1157910
1194807	1157646
1196791	1157364
1198776	1157065
1200760	1156749
1202741	1156415
1204719	1156078
1206693	1155737
1208663	1155392
1210628	1155047
1212585	1154704
1214536	1154363
1216476	1154023
1218410	1153685
1220335	1153349
1222252	1153014
1224159	1152681
1226056	1152350
1227943	1152020
1229823	1151692
1231691	1151366
1233552	1151042
1235403	1150720
1237246	1150398
1239081	1150079
1240906	1149761
1242720	1149446
1244525	1149132
1246320	1148821
1248110	1148510
1249894	1148201
1251673	1147891
1253446	1147583
1255215	1147277
1256979	1146972
1258736	1146668
1260493	1146364
1262250	1146060
1264007	1145756
1265764	1145452
1267521	1145148
1269278	1144844
1271042	1144539
1272811	1144233
1274584	1143925
1276363	1143615
1278153	1143304
1279953	1142992
1281764	1142678
1283589	1142360
1285427	1142041
1287282	1141718
1289154	1141392
1291045	1141062
1292952	1140729
1294875	1140393
1296814	1140054
1298768	1139712
1300733	1139363
1302706	1139008
1304683	1138652
1306659	1138296
1308627	1137942
1310577	1137592
1312501	1137246
1314385	1136903
1316215	1136566
1317991	1136271
1320462	1136411
1322811	1137214
1325114	1137974
1327383	1138712
1329604	1139430
1331795	1140139
1333945	1140834
1336058	1141517
1338135	1142189
1340175	1142848
1342181	1143497
1344138	1144103
1346008	1144578
1347825	1144960
1349562	1145267
1351271	1145591
1352939	1145908
1354629	1145999
1356302	1146115
1357943	1146245
1359548	1146365
1361138	1146484
1362709	1146602
1364251	1146707
1365789	1146812
1367308	1146890
1368799	1146950
1370265	1146995
1371720	1147037
1373154	1147070
1374567	1147094
1375970	1147109
1377372	1147115
1378775	1147113
1380191	1147111
1381617	1147109
1383053	1147107
1384498	1147105
1385952	1147103
1387417	1147101
1388893	1147099
1390378	1147097
1391873	1147095
1393377	1147093
1394889	1147091
1396408	1147089
1397932	1147087
1399459	1147085
1400990	1147083
1402517	1147081
1404041	1147079
1405558	1147077
1407066	1147075
1408561	1147073
1410039	1147071
1411496	1147069
1412929	1147067
1414334	1147065
1415707	1147063
1417046	1147061
1418347	1147059
1419607	1147057
1420823	1147055
1421992	1147053
1423177	1147017
1424537	1146942
1426889	1146768
1429211	1146572
1431540	1146333
1433858	1146048
1436168	1145724
1438476	1145342
1440779	1144896
1443078	1144408
1445378	1143896
1447675	1143349
1449966	1142758
1452247	1142117
1454523	1141439
1456796	1140732
1459067	1140003
1461330	1139237
1463593	1138456
1465857	1137659
1468126	1136861
1470399	1136062
1472676	1135261
1474958	1134458
1477245	1133654
1479536	1132848
1481831	1132041
1484131	1131232
1486436	1130421
