1684608	887040
1684563	887040
1684518	887040
1684458	887040
1684383	887040
1684293	887040
1684188	887040
1684067	887040
1683931	887040
1683780	887040
1683614	887040
1683433	887040
1683237	887040
1683026	887040
1682800	887040
1682558	887040
1682301	887040
1682029	887040
1681742	887040
1681440	887040
1681123	887040
1680791	887040
1680444	887040
1680081	887040
1679703	887040
1679310	887040
1678902	887040
1678479	887040
1678041	887040
1677588	887040
1677120	887040
1676636	887040
1676137	887040
1675623	887040
1675094	887040
1674550	887040
1673990	887040
1673414	887040
1672822	887040
1672214	887040
1671590	887040
1670950	887040
1670293	887040
1669619	887040
1668929	887040
1668222	887040
1667498	887040
1666756	887040
1665997	887040
1665220	887040
1664425	887040
1663613	887040
1662783	887040
1661936	887040
1661072	887040
1660191	887040
1659294	887040
1658380	887040
1657450	887040
1656503	887040
1655540	887040
1654561	887040
1653566	887040
1652554	887040
1651526	887040
1650482	887040
1649423	887040
1648348	887040
1647258	887040
1646152	887040
1645031	887040
1643895	887040
1642745	887040
1641580	887040
1640400	887040
1639206	887040
1637997	887040
1636774	887040
1635537	887040
1634287	887043
1633024	887050
1631747	887068
1630456	887101
1629153	887154
1627836	887212
1626506	887259
1625163	887299
1623807	887331
1622438	887355
1621056	887370
1619661	887377
1618254	887377
1616834	887377
1615401	887377
1613955	887377
1612496	887377
1611024	887377
1609539	887377
1608041	887377
1606530	887377
1605006	887377
1603469	887377
1601920	887377
1600360	887377
1598788	887377
1597217	887377
1595647	887377
1594078	887377
1592510	887377
1590943	887377
1589377	887377
1587803	887377
1586219	887377
1584626	887377
1583023	887377
1581410	887377
1579788	887381
1578156	887400
1576513	887433
1574860	887481
1573199	887544
1571530	887634
1569853	887750
1568167	887887
1566473	888036
1564770	888181
1563058	888331
1561337	888480
1559607	888627
1557869	888774
1556124	888929
1554373	889119
1552619	889348
1550859	889600
1549090	889863
1547310	890074
1545520	890248
1543722	890393
1541916	890514
1540101	890604
1538276	890671
1536442	890738
1534602	890808
1532754	890882
1530900	890956
1529040	891060
