428288	674688
428288	674727
428288	674805
428288	674922
428288	675079
428288	675275
428288	675510
428288	675785
428288	676099
428288	676452
428288	676845
428288	677277
428288	677748
428288	678259
428288	678797
428288	679362
428288	679955
428288	680575
428288	681222
428288	681897
428288	682600
428288	683331
428288	684090
428288	684877
428288	685693
428288	686537
428288	687409
428288	688310
428288	689240
428288	690199
428288	691177
428288	692175
428288	693193
428288	694231
428288	695289
428288	696367
428288	697466
428288	698585
428288	699725
428288	700885
428288	702065
428288	703267
428288	704490
428288	705735
428288	707001
428288	708289
428288	709599
428288	710931
428288	712285
428288	713661
428288	715059
428288	716479
428288	717921
428288	719384
428288	720869
428288	722376
428288	723905
428288	725455
428288	727027
428288	728620
428288	730235
428288	731872
428288	733530
428288	735210
428288	736911
428288	738634
428288	740378
428288	742145
428288	743935
428288	745749
428288	747587
428288	749450
428288	751338
428288	753252
428288	755192
428288	757158
428288	759151
428288	761170
428288	763216
428288	765287
428288	767383
428288	769503
428288	771648
428288	773817
428288	776009
428288	778224
428288	780462
428288	782723
428288	785007
428295	787313
428321	789568
428367	791819
428448	794066
428563	796309
428725	798547
428931	800799
429173	803065
429445	805346
429740	807643
430039	809960
430340	812296
430644	814651
430950	817024
431259	819416
431570	821827
431884	824258
432207	826708
432541	829176
432878	831664
433217	834170
433559	836696
433903	839241
434243	841762
434586	844307
434931	846861
435277	849423
435623	851987
435969	854553
436316	857121
436663	859690
437010	862261
437357	864833
437704	867404
438087	870242
438503	873093
438890	875925
439285	878789
439678	881657
440064	884512
440451	887380
440844	890260
441235	893154
441627	896059
442021	898977
442420	901907
442819	904864
443221	907831
443630	910799
444070	913777
444548	916762
445074	919752
445658	922746
446291	925744
446982	928743
447740	931740
448572	934718
449455	937669
450382	940569
451360	943417
452379	946214
453446	948958
454548	951648
455670	954292
456810	956890
457973	959453
459148	961960
460354	964416
461590	966820
462842	969165
464122	971443
465429	973656
466767	975800
468140	977870
469520	979883
470936	981842
472382	983755
473840	985637
475316	987483
476807	989290
478325	991051
479865	992771
481441	994457
483068	996104
484763	997707
486522	999272
488347	1000789
490246	1002243
492213	1003637
494232	1004968
496288	1006252
498357	1007482
500426	1008679
502490	1009847
504535	1011014
506561	1012178
508560	1013351
510530	1014540
512467	1015749
514369	1016977
516230	1018236
518055	1019521
519845	1020822
521606	1022136
523350	1023446
525080	1024746
526797	1026035
528500	1027314
530185	1028588
531844	1029866
533478	1031149
535086	1032436
536662	1033737
538198	1035062
539694	1036409
541140	1037786
542537	1039192
543876	1040634
545155	1042108
546381	1043604
547560	1045115
548672	1046674
549749	1048204
550791	1049726
551776	1051284
552699	1052853
553577	1054456
554406	1056094
555174	1057753
555889	1059461
556563	1061185
557191	1062940
557764	1064720
558275	1066521
558715	1068358
559070	1070220
559339	1072102
559528	1074002
559649	1075920
559693	1077853
559659	1079797
559554	1081751
559390	1083713
559177	1085683
558928	1087658
558666	1089643
558405	1091640
558160	1093657
557946	1095690
557775	1097738
557641	1099803
557552	1101882
557520	1103976
557526	1106063
557563	1108144
557612	1110218
557653	1112287
557681	1114348
557704	1116409
557714	1118484
557724	1120564
557734	1122654
557744	1124754
557754	1126864
557765	1128984
557776	1131117
557787	1133259
557798	1135414
557809	1137580
557820	1139757
557831	1141948
557842	1144151
557853	1146364
557864	1148589
557875	1150824
557886	1153066
557897	1155313
557908	1157564
557919	1159815
557930	1162064
557941	1164307
557952	1166542
557963	1168763
557974	1170966
557985	1173147
557996	1175302
558032	1177646
558121	1180685
558272	1183638
558505	1186596
558830	1189558
559257	1192520
559787	1195478
560419	1198430
561144	1201374
561971	1204303
562924	1207252
563985	1210136
565174	1212985
566481	1215796
567888	1218572
569410	1221301
571039	1223985
572782	1226614
574637	1229182
576587	1231698
578636	1234150
580790	1236528
583033	1238842
585363	1241087
587769	1243268
590245	1245390
592776	1247466
