1788800	512	1013504	768	0	0	0	1	1800
1788834	512	1013504	768	0	0	380	1	1800
1788903	512	1013504	768	0	0	760	1	1800
1789007	512	1013504	768	0	0	1140	1	1800
1789146	512	1013504	768	0	0	1520	1	1800
1789320	512	1013504	768	0	0	1900	1	1800
1789529	512	1013504	768	0	0	2280	1	1800
1789772	512	1013504	768	0	0	2660	1	1800
1790050	512	1013504	768	0	0	3040	1	1800
1790363	512	1013504	768	0	0	3420	1	1800
1790711	512	1013504	768	0	0	3800	1	1855
1791094	512	1013504	768	0	0	4180	1	2041
1791512	512	1013504	768	0	0	4560	1	2226
1791964	512	1013504	768	0	0	4940	1	2412
1792451	512	1013504	768	0	0	5320	1	2597
1792973	512	1013504	768	0	0	5700	1	2783
1793519	512	1013504	768	0	0	5959	1	2909
1794088	512	1013504	768	0	0	6218	1	3036
1794681	512	1013504	768	0	0	6477	1	3162
1795298	512	1013504	768	0	0	6741	1	3291
1795929	512	1013504	768	0	0	6889	1	3363
1796574	512	1013504	768	0	0	7037	1	3436
1797232	512	1013504	768	0	0	7185	1	3508
1797904	512	1013504	768	0	0	7336	1	3582
1798590	512	1013504	768	0	0	7487	1	3655
1799289	512	1013508	769	0	0	7638	1	3729
1800001	512	1013520	770	0	0	7794	1	3805
1800726	512	1013540	771	0	0	7950	1	3881
1801466	512	1013567	772	0	0	8106	1	3958
1802219	512	1013604	774	0	0	8262	1	4034
1802987	512	1013654	776	0	0	8422	1	4112
1803769	512	1013707	778	0	0	8582	1	4190
1804565	512	1013764	779	0	0	8742	1	4268
1805378	512	1013818	779	0	0	8902	1	4346
1806205	512	1013872	779	0	0	9062	1	4424
1807047	512	1013927	779	0	0	9227	1	4505
1807904	512	1013984	779	0	0	9392	1	4585
1808777	512	1014042	779	0	0	9557	1	4666
1809665	512	1014101	779	0	0	9731	1	4751
1810568	512	1014161	779	0	0	9905	1	4836
1811487	512	1014222	779	0	0	10079	1	4921
1812422	512	1014284	779	0	0	10253	1	5006
1813374	512	1014347	779	0	0	10431	1	5093
1814342	512	1014411	779	0	0	10609	1	5180
1815327	512	1014476	779	0	0	10792	1	5269
1816329	512	1014542	779	0	0	10975	1	5358
1817347	512	1014609	779	0	0	11158	1	5448
1818382	512	1014678	779	0	0	11341	1	5537
1819433	512	1014754	779	0	0	11523	1	5626
1820499	512	1014834	780	0	0	11705	1	5715
1821583	512	1014929	781	0	0	11892	1	5806
1822682	512	1015036	783	0	0	12079	1	5897
1823796	512	1015165	785	0	0	12266	1	5989
1824924	512	1015313	788	0	0	12453	1	6080
1826066	512	1015488	791	0	0	12639	1	6171
1827222	512	1015680	793	0	0	12825	1	6262
1828395	512	1015879	795	0	0	13011	1	6353
1829584	512	1016088	796	0	0	13206	1	6448
1830792	512	1016296	796	0	0	13401	1	6543
1832018	512	1016508	796	0	0	13596	1	6638
1833262	512	1016723	796	0	0	13791	1	6733
1834524	512	1016941	796	0	0	13995	1	6833
1835804	512	1017162	796	0	0	14199	1	6933
1837103	512	1017386	796	0	0	14403	1	7032
1838420	512	1017613	796	0	0	14606	1	7131
1839756	512	1017843	796	0	0	14809	1	7230
1841110	512	1018077	796	0	0	15012	1	7330
1842482	512	1018314	796	0	0	15215	1	7429
1843870	512	1018562	797	0	0	15418	1	7528
1845274	512	1018827	798	0	0	15620	1	7626
1846694	512	1019108	799	0	0	15822	1	7725
1848129	512	1019406	801	0	0	16024	1	7824
1849576	512	1019734	804	0	0	16226	1	7922
1851033	512	1020098	807	0	0	16428	1	8021
1852500	512	1020498	811	0	0	16629	1	8119
1853977	512	1020930	814	0	0	16830	1	8217
1855467	512	1021386	816	0	0	17031	1	8315
1856972	512	1021857	817	0	0	17232	1	8414
1858497	512	1022329	817	0	0	17433	1	8512
1860039	512	1022806	817	0	0	17634	1	8610
1861598	512	1023288	817	0	0	17835	1	8708
1863175	512	1023776	817	0	0	18036	1	8806
1864770	512	1024269	817	0	0	18237	1	8904
1866381	512	1024773	817	0	0	18438	1	9002
1868007	512	1025287	818	0	0	18638	1	9100
1869645	512	1025821	819	0	0	18838	1	9198
1871296	512	1026376	821	0	0	19038	1	9295
1872955	512	1026963	823	0	0	19242	1	9395
1874624	512	1027582	826	0	0	19456	1	9500
1876297	512	1028245	829	0	0	19678	1	9608
1877975	512	1028951	833	0	0	19900	1	9716
1879651	512	1029711	837	0	0	20122	1	9825
1881324	512	1030527	842	0	0	20349	1	9936
1882986	512	1031409	848	0	0	20581	1	10049
1884631	512	1032367	854	0	0	20816	1	10164
1886265	512	1033387	859	0	0	21055	1	10280
1887892	512	1034459	863	0	0	21299	1	10399
1889517	512	1035573	866	0	0	21543	1	10519
1891136	512	1036735	870	0	0	21777	1	10633
1892739	512	1037954	874	0	0	22011	1	10747
1894324	512	1039230	879	0	0	22245	1	10861
1895880	512	1040572	884	0	0	22470	1	10971
1897405	512	1041980	890	0	0	22695	1	11081
1898845	512	1043421	896	0	0	22273	1	10875
1900241	512	1044933	903	0	0	22498	1	10985
1901564	512	1046505	911	0	0	22478	2	10945
1902817	512	1048132	918	0	0	22458	2	10905
1904008	512	1049803	923	0	0	22438	2	10865
1905157	512	1051501	927	0	0	22418	2	10825
1906284	512	1053235	930	0	0	22593	2	8756
1907396	512	1054993	932	0	0	22745	2	8815
1908505	512	1056770	933	0	0	22897	2	8874
1909622	512	1058560	933	0	0	23049	2	8933
1910747	512	1060362	933	0	0	23201	2	8992
1911879	512	1062176	933	0	0	23353	2	9050
1913019	512	1064001	933	0	0	23505	2	9109
1914166	512	1065838	933	0	0	23657	2	9168
1915314	512	1067690	933	0	0	23808	2	9227
1916464	512	1069557	934	0	0	23962	2	9287
1917604	512	1071447	936	0	0	24116	2	9346
1918722	512	1073367	938	0	0	24278	2	9409
1919817	512	1075317	941	0	0	24440	2	9472
1920878	512	1077303	944	0	0	24609	2	9537
1921903	512	1079326	948	0	0	24776	2	9602
1922878	512	1081390	953	0	0	24943	2	9667
1923795	512	1083497	958	0	0	25110	2	9731
1924646	512	1085648	963	0	0	25281	2	9798
1925429	512	1087841	969	0	0	25452	2	9864
1926149	512	1090073	974	0	0	25627	2	9932
1926812	512	1092339	978	0	0	25800	2	9999
1927437	512	1094633	981	0	0	25977	2	10067
1928032	512	1096953	983	0	0	26154	2	10136
1928616	512	1099292	984	0	0	26335	2	10206
1929183	512	1101652	986	0	0	26516	2	10276
1929717	512	1104037	989	0	0	26701	2	10348
1930203	512	1106450	992	0	0	26884	2	10419
1930647	512	1108888	995	0	0	27067	2	10490
1931041	512	1111351	999	0	0	27250	2	10561
1931385	512	1113838	1002	0	0	27426	2	10629
1931700	512	1116346	1004	0	0	27602	2	10697
1932010	512	1118871	1004	0	0	27778	2	10766
1932314	512	1121411	1004	0	0	27945	2	10830
1932612	512	1123967	1006	0	0	28112	2	10895
1932872	512	1126544	1008	0	0	28279	2	10960
1933092	560	1129114	1011	4	-8	28245	3	10920
1933218	899	1131652	1018	28	-13	28211	3	10880
1933259	1379	1134193	1022	32	-21	28174	3	10840
1933239	1863	1136718	2	31	-22	28118	3	10800
1933157	2311	1139240	6	30	-23	28059	3	10760
1933022	2726	1141756	10	28	-23	28001	3	10720
1932840	3096	1144285	12	26	-23	28112	3	8150
1932650	3421	1146828	12	24	-23	28202	3	8176
1932459	3698	1149384	12	22	-23	28293	3	8202
1932267	3927	1151952	12	20	-23	28385	3	8229
1932074	4107	1154533	12	17	-23	28478	3	8256
1931887	4222	1157119	11	14	-23	28478	3	8464
1931719	4279	1159786	10	11	-23	29291	3	8491
1931576	4270	1162465	8	8	-23	29386	3	8519
1931441	4191	1165158	8	4	-23	29483	3	8547
1931316	4097	1167862	7	6	-33	29581	3	8576
1931208	4090	1170575	6	0	-55	29681	3	8605
1931122	3943	1173300	5	-3	-72	29781	3	8634
1931021	3843	1176093	4	0	-70	29881	3	8663
1930968	3800	1178838	3	0	-67	29983	3	8692
1930930	3742	1181591	2	0	-64	30083	3	8721
1930862	3762	1184345	1	-6	-68	30083	3	8932
1930758	3773	1187184	8	2	-70	30910	3	8961
1930584	3773	1190018	11	0	-71	31011	3	8990
1930335	3770	1192855	13	0	-71	31109	3	9019
1930052	3790	1195697	18	3	-79	31207	3	9047
1929693	3819	1198540	22	0	-79	31305	3	9075
1929205	3895	1201371	28	3	-84	31402	3	9103
1928643	3983	1204198	34	6	-84	31500	3	9132
1928013	4069	1207007	37	4	-84	31456	3	9119
1927316	4123	1209810	41	3	-83	31552	3	9147
1926529	4217	1212597	46	7	-83	31649	3	9175
1925686	4317	1215378	49	6	-83	31746	3	9203
1924778	4422	1218146	53	6	-80	31840	3	9230
1923785	4563	1220893	58	9	-81	31937	3	9259
1922723	4700	1223624	61	7	-81	32034	3	9287
1921600	4798	1226342	65	5	-81	32129	3	9314
1920366	4919	1229018	73	8	-82	32225	3	9342
1919031	5031	1231657	78	5	-82	32322	3	9370
1917599	5092	1234258	84	3	-81	32423	3	9399
1916031	5173	1236788	93	5	-81	32526	3	9429
1914341	5226	1239251	100	2	-80	32630	3	9459
1912537	5236	1241645	108	0	-84	32733	3	9489
1910581	5263	1243929	118	0	-80	32843	3	9521
1908513	5213	1246126	126	-4	-80	32951	3	9553
1906339	5092	1248231	133	-8	-80	33059	3	9584
1904047	4966	1250221	143	-6	-80	33170	3	9616
1901658	4823	1252111	149	-8	-81	33283	3	9649
1899189	4667	1253914	155	-8	-86	33394	3	9681
1896646	4517	1255629	162	-8	-86	33507	3	9714
1894043	4339	1257269	165	-10	-86	33620	3	9747
1891391	4158	1258848	170	-9	-80	33735	3	9780
1888682	4007	1260355	175	-7	-80	33851	3	9813
1885929	3856	1261803	178	-8	-81	33965	3	9847
1883127	3741	1263178	184	-4	-81	34078	3	9879
1880275	3638	1264476	188	-6	-81	34194	3	9913
1877384	3496	1265707	191	-8	-81	34308	3	9946
1874445	3375	1266849	198	-5	-81	34423	3	9979
1871460	3247	1267900	203	-8	-81	34539	3	10013
1868428	3138	1268842	209	-4	-79	34656	3	10047
1865361	3039	1269711	212	-6	-79	34775	3	10081
1862269	2900	1270527	215	-8	-79	34892	3	10115
1859142	2802	1271242	222	-3	-79	35011	3	10150
1855982	2727	1271865	226	-4	-80	35131	3	10185
1852794	2659	1272398	231	-3	-86	35248	3	10218
1849581	2587	1272833	236	-3	-82	35366	3	10253
1846345	2538	1273174	241	-2	-80	35486	3	10287
1843089	2496	1273422	245	-2	-84	35606	3	10322
1839817	2447	1273598	248	-3	-82	35726	3	10357
1836531	2462	1273675	254	2	-80	35846	3	10392
1833233	2480	1273657	258	0	-80	35965	3	10426
1829925	2454	1273569	262	-2	-80	36081	3	10460
1826612	2468	1273358	269	3	-80	36198	3	10494
1823297	2498	1273035	274	0	-80	36316	3	10528
1819988	2522	1272580	281	2	-81	36426	3	10560
1816687	2522	1272003	286	0	-81	36537	3	10592
1813398	2509	1271306	293	0	-81	36648	3	10624
1810139	2517	1270446	302	0	-81	36759	3	10657
1806913	2475	1269432	308	-3	-81	36870	3	10689
1803743	2450	1268270	317	0	-81	36810	4	10649
1800625	2414	1266985	322	-2	-82	36756	4	10609
1797546	2349	1265624	325	-4	-82	36699	4	10569
1794514	2313	1264172	332	0	-82	36644	4	10529
1791521	2291	1262624	335	-2	-82	36736	4	9136
1788569	2301	1260986	341	3	-82	36807	4	9154
1785654	2340	1259268	344	0	-82	36879	4	9172
1782766	2314	1257493	347	0	-82	36947	4	9189
1779927	2361	1255631	353	4	-82	37016	4	9206
1777137	2416	1253685	357	2	-82	37085	4	9223
1774412	2497	1251639	364	6	-82	37155	4	9241
1771755	2589	1249495	369	3	-82	37226	4	9258
1769158	2654	1247269	373	3	-87	37295	4	9275
1766627	2751	1244958	379	6	-87	37365	4	9293
1764160	2853	1242571	383	4	-86	37435	4	9310
1761775	2971	1240094	390	7	-86	37504	4	9327
1759472	3090	1237531	395	5	-85	37574	4	9345
1757273	3228	1234873	403	8	-85	37647	4	9363
1755180	3348	1232121	408	4	-84	37722	4	9382
1753167	3393	1229299	413	0	-84	37795	4	9400
1751296	3473	1226373	423	4	-79	37870	4	9418
1749554	3524	1223359	429	0	-80	37946	4	9437
1747964	3565	1220258	440	4	-80	38018	4	9455
1746546	3602	1217066	447	0	-80	38092	4	9474
1745255	3559	1213813	454	-3	-80	38168	4	9493
1744125	3512	1210493	463	0	-80	38246	4	9512
1743119	3489	1207124	466	-2	-80	38326	4	9532
1742201	3489	1203722	472	2	-80	38404	4	9551
1741379	3509	1200289	475	0	-80	38483	4	9571
1740656	3552	1196827	481	4	-80	38560	4	9590
1740021	3597	1193341	484	2	-80	38638	4	9609
1739450	3617	1189837	487	0	-80	38714	4	9628
1738984	3675	1186311	494	5	-80	38791	4	9648
1738627	3761	1182766	497	3	-80	38869	4	9667
1738369	3846	1179205	502	4	-81	38945	4	9686
1738157	3925	1175633	503	4	-81	39020	4	9704
1737993	4036	1172053	506	6	-81	39095	4	9723
1737877	4155	1168464	508	5	-81	39170	4	9742
1737815	4237	1164866	511	3	-81	39246	4	9761
1737813	4272	1161260	512	2	-81	39323	4	9780
1737811	4271	1157647	512	0	-82	39400	4	9799
1737810	4210	1154029	512	-2	-83	39478	4	9818
1737809	4163	1150401	512	-2	-83	39557	4	9838
1737812	4124	1146766	513	0	-82	39637	4	9858
1737842	4116	1143124	514	0	-82	39719	4	9878
1737894	4108	1139474	515	0	-82	39800	4	9898
1737979	4095	1135817	516	0	-82	39881	4	9919
1738044	4083	1132152	515	0	-82	39962	4	9939
1738087	4067	1128480	514	0	-80	40041	4	9958
1738107	4065	1124801	513	0	-80	40120	4	9978
1738105	4063	1121117	512	0	-80	40199	4	9998
1738103	4061	1117425	512	0	-80	40280	4	10018
1738096	4082	1113723	511	2	-77	40361	4	10038
1738061	4124	1110014	510	2	-78	40442	4	10058
1738036	4143	1106298	511	0	-79	40522	4	10078
1738034	4104	1102577	512	0	-79	40602	4	10098
1738032	4047	1098848	512	0	-79	40683	4	10118
1738030	3972	1095112	512	-2	-79	40766	4	10139
1738028	3832	1091366	512	-4	-79	40849	4	10159
